name,expansion,players,play_time,age,designers,publishers,hall,booth,priority,preorder,prepaid,price,notes
"Too Many Bones: Laborratten",1,1-4,"60-120 min",12,"Adam Carlson, Josh J. Carlson","Frosted Games",3,3G300,Need,0,0,35,
"Top Drop",0,2-4,"15 min",8,"Simona Greco, Marco Rava",Helvetiq,8,8D300,Need,0,0,9,
"Top It",0,2-6,"20-60 min",10,,HUCH!,,,Need,0,0,25,
"Tora Tora Tora!",0,2,"90-120 min",14,"Wataru Horiba (堀場わたる)",PHALANX,3,3L500,Need,0,0,59,
"Torii Valley",0,1-4,"30 min",10,"Thomas Favrelière, Fabrice Maugé",Origames,3,3G400,Need,0,0,29,
"Tornado Splash",0,2-5,"20-40 min",6,"Moyuki Adisawa (アヂサワモユキ)",MM-Spiele,6,6B300,Need,0,0,30,
"Tornado Splash: Character Skill Mini-expansion",1,2-5,"20 min",6,"Moyuki Adisawa (アヂサワモユキ)","Arclight Games",5,5M400,Need,0,0,10,
"Toshi T?shi",0,3-5,"30 min",10,"Suzuki Takayuki (鈴木 タカユキ)","Locomuse studio",3,3F120,Need,0,0,13,
"Toshi: die bl�hende Stadt",0,1-4,"40 min",8,"Friedemann Friese",ArsEdition,6,6A200,Need,0,0,35,
"Totally Human",0,3-8,"15 min",8,"Kasper Lapp","Bitewing Games",4,4H400,Need,0,0,25,
"Toy Store 51",0,1-4,"20-30 min",10,"Adrián Alba","DMZ Games",3,3T100,Need,0,0,10,
Tramposo,0,2-6,"15-20 min",7,"Eugeni Castaño, Guillem Coll","Kokorïn Games",4,4G110,Need,0,0,17,
"Trash Poker",0,1-4,"45-90 min",12,"Rico Besteher, Frank Noack","Corax Games",2,2E440,Need,0,0,35,
Traveluencer,0,2-4,"30 min",8,"Ryo Nakamura (中村 良), Zhonghao Yang, Kai Zu","Broadway Toys LTD",2,2D610,Need,0,0,20,
Treeline,0,2-4,"30-40 min",8,"Christopher Ryan Chan","Burnt Island Games",3,3D400,Need,0,0,20,
"Trencad�s: A Mosaic of Words",0,2-5,"25 min",10,"Eugeni Castaño, Óscar Romero","Zombi Paella",4,4D120,Need,0,0,22,
Triangulation,0,3-8,"10-20 min",6,"Peter C. Hayward",Allplay,8,8D200,Need,0,0,20,
"Trick Stakes",0,3-4,"30 min",10,"Susumu Kawasaki, 場咲工(Basaki Takumi)","Musoka Studio",6,6K301,Need,0,0,20,
"Tricky Time Crisis",0,2-5,"25-45 min",9,"Jon Barron","Musoka Studio",6,6K301,Need,0,0,15,
"Tricky Time Crisis: Call of Heroes",1,2-5,"30-60 min",9,"Jon Barron","Musoka Studio",6,6K301,Need,0,0,7,
"Tricky Traps",0,2-5,"15-30 min",10,"Ignasi Ferré","Inside Up Games",3,3R400,Need,0,0,20,
"Trigger Warning",0,2-12,"5-15 min",14,"Hugo Leblanc",G1iDGames,4,4A415,Need,0,0,15,
Trismegistus,0,1-4,"90-150 min",14,"Federico Pierlorenzi, Daniele Tascini","Giant Roc",2,2E440,Need,0,0,70,
"Trismegistus: Roll & Write",0,1-4,,0,"Federico Pierlorenzi, Daniele Tascini","Giant Roc",2,2E440,Need,0,0,25,
Tr�ffel-Schn�ffel,0,2-4,"15-30 min",4,"Rudi Hoffmann",HABA,8,8A300,Need,0,0,20,
"Trunfos e Tesouros",0,3-4,"30-45 min",10,"Mauro Fernandez, Amábili Vieira",Carteado,4,4F510,Need,0,0,30,
"Tug of Roar",0,2,"20-45 min",14,"Filippo Landini","Inside Up Games",3,3R400,Need,0,0,35,
TURBO6,0,1-6,"10-15 min",8,"Michael Løhde Andersen, Morten Baun Møller, Morten Skovhus","Game Inventors",2,2E121,Need,0,0,20,
"Two Rooms",0,2,"15-30 min",12,"Akiyama Koryo, Kozu Yusei","JELLY JELLY GAMES",3,3F110,Need,0,0,18,
"Uncharted Passage: Remastered",0,1-2,"30-40 min",14,"Bonghwan Ju","Pluto Games",6,6D405,Need,0,0,25,
"Undaunted 2200: Revolution",0,2-4,"45-60 min",14,"Trevor Benjamin, David Thompson (I)","Osprey Games",3,3M600,Need,0,0,75,
"Under the Leaves",0,2-4,"25-40 min",8,"Trevor Benjamin, Brett J. Gilbert","Frosted Games",3,3G300,Need,0,0,30,
Underhaven,0,2-4,"90-120 min",14,"Svavar Björgvinsson","Gamia Games",2,2A430,Need,0,0,70,
Underwood,0,2-4,"20 min",14,"Remo Conzadori, Andrea Mainini","dlp games",3,3C115,Need,0,0,20,
"Unmatched: Stars and Stripes",0,2-4,"20-40 min",9,"Michael Cozzolino, Rob Daviau, Chet Dudick, Jesse G. Harchack, Justin D. Jacobson, Charles Peters",IELLO,6,6F200,Need,0,0,38,
"Upland & Prairie",0,2-4,"15-25 min",14,"Peer Sylvester","Osprey Games",3,3M600,Need,0,0,25,
"Upside Town",0,1-4,"25-40 min",12,"Quentin Quek",PlayByDesign,,,Need,0,0,45,
"Use Up All Your Sick Days",0,1-6,"10-20 min",6,"Dylan Coyle","Charming Games Collective",4,4E415,Need,0,0,15,
"Valley of Sky Lanterns",0,1-4,"60-90 min",12,"Icerain Lin","Icerain Games",4,4J325,Need,0,0,35,
"Valpiedra 1.5",1,1-4,"40 min",14,,"Present Is Future Games (PIF GAMES)",3,3P115,Need,0,0,5,
"Van s�tnival�d?",0,1-4,"30-60 min",10,"Sajgó Anikó, Béres Marianna","Myam Games",2,2B345,Need,0,0,45,
Vantage,0,1-6,"120-180 min",14,"Jamey Stegmaier","Feuerland Spiele",3,3Q300,Need,0,0,,
Vazerneiros,0,3-5,"30-45 min",10,"Paulo Oliveira","Grok Games",4,4F510,Need,0,0,,
"Veggie Match",0,3-6,"15 min",8,"Yoshihiko Koriyama (郡山喜彦), Yukihito Morikawa (森川幸人), Xavier Taverne","Pegasus Spiele",3,3M120,Need,0,0,13,
"Versteckt? Entdeckt!",0,2-4,"10-20 min",4,"Sophia Wagner",Piatnik,6,6G200,Need,0,0,17,
"Very Big Monster",0,2-6,"25 min",10,"Dimitri Perrier",Explor8,4,4D515,Need,0,0,,
"Via Gladiola",0,2-5,"10-15 min",8,"Jeroen Geenen, Michiel de Wit",Gam'inBIZ,2,2C115,Need,0,0,13,
"Viking Raiders: Loki's Mischief",1,2-5,"25-60 min",9,"Morten Billcliff","Corax Games",2,2E440,Need,0,0,,
"Viking Route",0,1-4,"60-120 min",13,"Guido Albini, Martino Chiacchiera, Luca Maragno","Ares Games",3,3A115,Need,0,0,50,
"Viking Traders",0,2-4,"25-40 min",8,"Gabriele Bubola, Leo Colovini","Outset Media",,"6 - K110",Need,0,0,30,
Villa,0,2-4,"20 min",7,,"DV Games",3,3P500,Need,0,0,24,
Vine,0,1-6,"20-30 min",7,"Bobby Powell","CavernWire Games",3,3S120,Need,0,0,25,
"Vine: Pumpkins & Beetles",1,1-6,"30-45 min",7,"Bobby Powell","CavernWire Games",3,3S120,Need,0,0,15,
"Vines and Flowers: Blooming Harmony",0,2-4,"30-60 min",8,"Hanshi Li, Wu Ying","Whales Entertainment",6,6D300,Need,0,0,40,
"Viticulture: Bordeaux",1,1-6,"90-120 min",14,"Jamey Stegmaier","Feuerland Spiele",3,3Q300,Need,0,0,,
"Viva Catrina",0,2-6,"30 min",8,"Fred Boulle, Grégory Grard",HUCH!,,,Need,0,0,30,
"Voidfall: Resurgence",1,1-4,"90-240 min",14,"Nigel Buckle, Marcel Dragomir, Dávid Turczi","Mindclash Games",3,3G115,Need,0,0,,
"Vor Gericht: Die Trilogie Noir",0,2-6,"90 min",14,"Robin Hegedűs, Tünde Máté","Mindclash Games",3,3G115,Need,0,0,35,
Vroom,0,3-6,"15 min",8,"Antonin Boccara","Big Moustache Games",6,6G400,Need,0,0,22,
"Walking in Kamogawa",0,1-5,"20-30 min",7,"Sérgio Halaban, André Teruya",EmperorS4,4,4J325,Need,0,0,20,
"War of the Ring: Sieges of Middle-earth",1,2-4,"180 min",13,"Roberto Di Meglio, Marco Maggi, Francesco Nepitello","Ares Games",3,3A115,Need,0,0,40,
"War of the Ring: The Card Game ? Hope and Despair",1,2-6,"60 min",13,"Ian Brody","Ares Games",3,3A115,Need,0,0,25,
"Warp 99",0,2-4,"30 min",10,"Reinhard Staupe","Bézier Games",2,2B510,Need,0,0,,
"Warp 99: Hyperdrive",1,2-4,"30 min",14,"Ted Alspach","Bézier Games",2,2B510,Need,0,0,,
"Wasserkraft: Das Sammelbecken",1,2-5,"90-150 min",14,"Tommaso Battista, Simone Luciani","Feuerland Spiele",3,3Q300,Need,0,0,,
"Watson & Holmes: The Lost Diaries",0,1-7,"45-90 min",12,"Jesús Torres Castro",Ludonova,3,3F115,Need,0,0,45,
"Wee Folk",0,2,"15-20 min",10,"Scott Brady, Stefano Di Maria, Rosa Linda Romano","Play to Z",2,2B620,Need,0,0,20,
"Weirdwood Manor",0,1-5,"90-120 min",14,"Mike Cassie",Grimspire,2,2E440,Need,0,0,150,
"Wer ist Deutschlands Superhirn? Das offizielle Quizspiel zur Show",0,1-4,"20 min",12,,frechverlag,6,6H200,Need,0,0,16,
"Wer Wirr Was",0,1-6,"15-25 min",8,"Michael Diechtierow",Piatnik,6,6G200,Need,0,0,12,
"West Story: A Town Building Game",0,2-4,"50-100 min",10,"Piotr Dachtera","Smart Flamingo",2,2D510,Need,0,0,45,
"West Story: Pioneers",1,1-4,"50-100 min",10,"Piotr Dachtera","Smart Flamingo",2,2D510,Need,0,0,15,
"Western Legends Stories",0,1-5,"90 min",14,"Hervé Lemaître","Kolossal Games",,,Need,0,0,,
Whacktown,0,2-4,"30-45 min",14,"Daniel Piechnick",Funtails,3,3M215,Need,0,0,35,
Whacktown,0,2-4,"30-45 min",14,"Daniel Piechnick",Funtails,3,3M215,Need,0,0,35,
"What the Sketch?",0,3-6,"15-30 min",8,"Ellie Dix","Alley Cat Games",3,3F400,Need,0,0,16,
"Widerstand: Oranje wird siegen!",0,1-5,"90-180 min",14,"Marcel Köhler","Giant Roc",2,2E440,Need,0,0,80,
Wikingerschafe,0,2-4,"20-45 min",8,"Kai Starck","Hodari Spiele",3,3H300,Need,0,0,30,
"Wild World",0,1-4,"45-90 min",14,"Eilif Svensson, Åsmund Svensson, Viljar Opdal Svensson","Chilifox Games",3,3F120,Need,0,0,50,
Wildscape,0,1-4,"30-120 min",14,"Sebastian Bleasdale","Karma Games",3,3M517,Need,0,0,79,
"Windmill Valley: Duel",0,2,"45 min",14,"Dani Garcia",Board&Dice,3,3G200,Need,0,0,35,
"Wine & Cheese",0,2,"45-75 min",12,"Scott Almes","Deep Print Games",3,3B300,Need,0,0,,
"Wine & Cheese",0,2,"45-75 min",12,"Scott Almes","Deep Print Games",3,3B300,Need,0,0,,
"Wingspan Pocket",0,1-5,"25-35 min",8,"Elizabeth Hargrave","Stonemaier Games",,,Need,0,0,,
Wireless,0,1-4,"30-120 min",14,"Marco Canetta, Stefania Niccolini",Spielefaible,3,3G515,Need,0,0,,
Wolfsmond,0,3-6,"10-40 min",8,"Michael Palm, Lukas Zach","Pegasus Spiele",3,3M120,Need,0,0,15,
"Wonky Doodles",0,2-10,"15 min",8,,HUCH!,,,Need,0,0,30,
"Word Buffet",0,2-4,"20-30 min",10,"Simone Luciani, Andrea Mainini","Fractal Juegos",4,4J300,Need,0,0,25,
"Word Wipe",0,2-10,"10-30 min",10,"Matt Bahntge, Peter C. Hayward","Alderac Entertainment Group",3,3B200,Need,0,0,20,
"World Order",0,2-4,"120-180 min",14,"Vangelis Bagiartakis, Varnavas Timotheou","Giant Roc",2,2E440,Need,0,0,65,
"World Order",0,2-4,"120-180 min",14,"Vangelis Bagiartakis, Varnavas Timotheou","Giant Roc",2,2E440,Need,0,0,85,
"World Order: Diplomacy & Dominance",1,1-4,"120-180 min",14,"Vangelis Bagiartakis, Dimitris Siakampenis, Varnavas Timotheou","Hegemonic Project Games",3,3Q500,Need,0,0,20,
"World Order: World in Turmoil",1,2-4,"120-180 min",14,"Vangelis Bagiartakis, Dimitris Siakampenis, Varnavas Timotheou","Hegemonic Project Games",3,3Q500,Need,0,0,20,
W�rfeldrachen,0,2-4,"20-30 min",8,"Mads L. Brynnum",HABA,8,8A300,Need,0,0,16,
W�rfelk�nig,0,2-5,"20-30 min",8,"Nils Nilsson",HABA,8,8A300,Need,0,0,14,
"Wuselige Wiesen",0,2-4,"25-40 min",8,"Trevor Benjamin, Brett J. Gilbert","Frosted Games",3,3G300,Need,0,0,30,
Yami,0,2-4,"15-30 min",10,"Hiroki Ohba, Anthony Perone, Ryoji Suzuki, Hiraku Tezuka","Musoka Studio",6,6K301,Need,0,0,30,
"YENA: Succession War",0,1-4,"60-120 min",14,"Ama. (あま。)","JELLY JELLY GAMES",3,3F110,Need,0,0,,
"Yin Yang",0,1-4,"45-75 min",15,DuGuWei,"Capstone Games",3,3B300,Need,0,0,,
"Yinzi: Ming",0,2-4,"90-180 min",0,"Costa, Rôla","Fentasy Games",4,4G600,Need,0,0,165,
"Yokai Forest Duel",0,2-8,"15-20 min",8,"Stefan Godot","Godot Games",3,3N400,Need,0,0,25,
"Y?kai Yen?!!",0,2-4,"20 min",10,"Thade Precht",HABA,8,8A300,Need,0,0,11,
Yonder,0,1-4,"60-90 min",14,"Haakon Gaarder","Giant Roc",2,2E440,Need,0,0,,
Yotei,0,2-4,"30-60 min",8,"Huy Pham","Mighty Boards",3,3M300,Need,0,0,30,
"Yumegari: Dream Shop",0,1-5,"30-45 min",8,"André Santos","Lucky Duck Games",6,6B401,Need,0,0,,
"Z Horde",0,1,"30-60 min",14,"Giampaolo Razzino","Little Rocket Games",2,2D511,Need,0,0,15,
Zerrei�probe,0,2-50,"15-20 min",18,"Mihail Rozanov, Yuri Zhuravljov","Corax Games",2,2E440,Need,0,0,6,
"Zodiac Duel: International Edition",0,2,"15 min",14,"David Heras Pino","Zombi Paella",4,4D120,Need,0,0,16,
"Zombie Days",0,2,"5-15 min",6,"Gareth Edwards","Outset Media",,"6 - K110",Need,0,0,10,
"Zombie Princess",0,3-6,"30-60 min",15,"Ted Alspach","Bézier Games",2,2B510,Need,0,0,,
"Zombie Princess",0,3-6,"30-60 min",15,"Ted Alspach","Bézier Games",2,2B510,Need,0,0,,
"Zombie Princess: Little Mermaid",1,3-6,,0,"Ted Alspach","Bézier Games",2,2B510,Need,0,0,,
"Zona: Wunsch oder Wirklichkeit",1,1-4,"120-180 min",18,"Maciej Drewing, Krzysztof Głośnicki","Corax Games",2,2E440,Need,0,0,35,
Zoorajidos,0,3-5,"15-20 min",8,"Yuri Nieto","DMZ Games",3,3T100,Need,0,0,10,
"????????? (Taipa Supremacy: Quick Hanafuda)",0,2,"5-10 min",6,,"TRYBE GAMES",2,2C630,Need,0,0,,
"??? (Isle of Bears)",0,2,"10-15 min",8,"Daisy Yi-Ching Chen","Heybye Gaming",4,4J325,Need,0,0,15,
"?? ??",0,2-4,"30 min",8,"Wolfgang Kramer",Playte,6,6D405,Need,0,0,14,
??,0,2-5,"30-40 min",10,"Arthur Lacerda","BoardM Factory",4,4E425,Need,0,0,20,
"?? ??: ??",0,2-4,"30-40 min",8,"Euijin Han","Korea Boardgames",5,5A300,Need,0,0,35,
